States,Years,Quarter,Transaction_Amount,Districts,Transaction_Count
madhya-pradesh,2020,3,1021350623.0124195,burhanpur district,572555
madhya-pradesh,2020,3,1143180966.9786525,damoh district,570162
madhya-pradesh,2020,3,57525605025.512215,bhopal district,29560361
madhya-pradesh,2020,3,726655151.9990163,jhabua district,373102
madhya-pradesh,2020,3,4260243322.8625326,dhar district,2527639
madhya-pradesh,2020,3,2443104469.436231,guna district,1133377
madhya-pradesh,2020,3,1837941946.6685963,east nimar district,1094471
madhya-pradesh,2020,3,3726188140.6403146,chhindwara district,2113701
madhya-pradesh,2020,3,769775751.4985476,umaria district,421809
madhya-pradesh,2020,3,1031317389.1257836,mandla district,574815
madhya-pradesh,2020,3,31851463020.761208,indore district,17544816
madhya-pradesh,2020,3,1856954171.3874404,shahdol district,971434
madhya-pradesh,2020,3,3061414644.969604,ratlam district,1510708
madhya-pradesh,2020,3,957142671.47175,panna district,475441
madhya-pradesh,2020,3,1935232278.0025325,chhatarpur district,946814
madhya-pradesh,2020,4,3953477371.0844607,morena district,1558956
madhya-pradesh,2020,4,424965978.9104811,alirajpur district,218291
madhya-pradesh,2020,4,6071266571.198605,sehore district,3633263
madhya-pradesh,2020,4,4772213369.075053,rajgarh district,2246137
madhya-pradesh,2020,4,4494479655.685021,khargone district,2316421
madhya-pradesh,2020,4,4730850081.038763,satna district,2441893
madhya-pradesh,2020,4,3012480790.481521,narsinghpur district,1564453
madhya-pradesh,2020,4,9769636688.245636,jabalpur district,5245511
madhya-pradesh,2020,4,3611030904.960101,hoshangabad district,2019683
madhya-pradesh,2020,4,3935091664.6853313,vidisha district,2048942
madhya-pradesh,2020,4,4327237253.639404,balaghat district,2264084
madhya-pradesh,2020,4,4532106287.064731,singrauli district,2307583
madhya-pradesh,2020,4,4155886908.7823052,betul district,2338983
madhya-pradesh,2020,4,2364979330.568928,sidhi district,1056459
madhya-pradesh,2020,4,1444388557.2025342,datia district,610567
madhya-pradesh,2020,4,6453013619.067839,dewas district,3659099
madhya-pradesh,2020,4,952730306.344766,sheopur district,426813
madhya-pradesh,2020,4,2294476553.4443235,neemuch district,1138127
madhya-pradesh,2020,4,3795545559.4399776,raisen district,2354383
madhya-pradesh,2020,4,3599293908.404353,mandsaur district,1702849
madhya-pradesh,2020,4,1900039062.7421885,barwani district,942429
madhya-pradesh,2020,4,2477741226.3747687,katni district,1313363
madhya-pradesh,2020,4,1044878188.248591,dindori district,507945
madhya-pradesh,2020,4,3314285091.4967794,shivpuri district,1338636
madhya-pradesh,2020,4,12129267094.949297,gwalior district,6115831
madhya-pradesh,2020,4,1811583633.9311845,anuppur district,968828
madhya-pradesh,2020,4,1634982482.057491,agar malwa district,687422
madhya-pradesh,2020,4,1488084429.997281,ashoknagar district,668278
madhya-pradesh,2020,4,5341735254.358236,sagar district,2882971
madhya-pradesh,2020,4,587169247.896822,niwari district,263987
madhya-pradesh,2020,4,6440539078.097477,rewa district,3045335
madhya-pradesh,2020,4,3122785610.328477,shajapur district,1557727
madhya-pradesh,2020,4,7849328204.967745,ujjain district,4280284
madhya-pradesh,2020,4,3148511019.9693475,bhind district,1375781
madhya-pradesh,2020,4,1420798584.005221,tikamgarh district,689996
madhya-pradesh,2020,4,3105941827.2872486,seoni district,1518741
madhya-pradesh,2020,4,1358337158.1672018,harda district,745011
madhya-pradesh,2020,4,1468116825.198771,burhanpur district,835693
madhya-pradesh,2020,4,1648755982.6143954,damoh district,795381
madhya-pradesh,2020,4,67905952477.88091,bhopal district,38492334
madhya-pradesh,2020,4,1047606013.2590923,jhabua district,526191
madhya-pradesh,2020,4,6450900581.257767,dhar district,3833814
madhya-pradesh,2020,4,3557970760.124153,guna district,1650908
madhya-pradesh,2020,4,2763633316.014061,east nimar district,1569591
madhya-pradesh,2020,4,5890642613.695305,chhindwara district,3170211
madhya-pradesh,2020,4,1162284635.422002,umaria district,610841
madhya-pradesh,2020,4,1577936333.7968326,mandla district,834886
madhya-pradesh,2020,4,42359214660.836296,indore district,25715586
madhya-pradesh,2020,4,2800510419.8428364,shahdol district,1463780
madhya-pradesh,2020,4,4568608001.31349,ratlam district,2168894
madhya-pradesh,2020,4,1391244910.903994,panna district,643236
madhya-pradesh,2020,4,2810603686.0107274,chhatarpur district,1286133
madhya-pradesh,2021,1,4076150820.817652,morena district,1642617
madhya-pradesh,2021,1,499989236.2147408,alirajpur district,228504
madhya-pradesh,2021,1,6207673600.695251,sehore district,3804912
madhya-pradesh,2021,1,5531194245.644239,rajgarh district,2591177
madhya-pradesh,2021,1,5022742955.5200615,khargone district,2478158
madhya-pradesh,2021,1,4816296175.732275,satna district,2437515
madhya-pradesh,2021,1,3177530090.9502044,narsinghpur district,1563580
madhya-pradesh,2021,1,11341470367.935308,jabalpur district,6508756
madhya-pradesh,2021,1,3776567780.379984,hoshangabad district,2149209
madhya-pradesh,2021,1,4298632208.617512,vidisha district,2319909
madhya-pradesh,2021,1,4600620055.8422165,balaghat district,2315936
madhya-pradesh,2021,1,4545863631.10256,singrauli district,2282715
madhya-pradesh,2021,1,4370416166.62771,betul district,2398625
madhya-pradesh,2021,1,2364548733.167993,sidhi district,1032630
madhya-pradesh,2021,1,1461101645.6413937,datia district,635398
madhya-pradesh,2021,1,6833124438.36656,dewas district,3992803
madhya-pradesh,2021,1,999133018.2733552,sheopur district,441474
madhya-pradesh,2021,1,2652786981.404075,neemuch district,1242613
madhya-pradesh,2021,1,4173866749.222631,raisen district,2579640
madhya-pradesh,2021,1,4173482937.968442,mandsaur district,1919705
madhya-pradesh,2021,1,2248538999.422863,barwani district,1067563
madhya-pradesh,2021,1,2685443831.9587994,katni district,1402614
madhya-pradesh,2021,1,1119999389.1933413,dindori district,490349
madhya-pradesh,2021,1,3503136658.411132,shivpuri district,1542033
madhya-pradesh,2021,1,13365571399.680473,gwalior district,7162483
madhya-pradesh,2021,1,1990314404.9951131,anuppur district,1029032
madhya-pradesh,2021,1,1905456871.832835,agar malwa district,811955
madhya-pradesh,2021,1,1569426631.4587264,ashoknagar district,744766
madhya-pradesh,2021,1,5653447301.758538,sagar district,3149917
madhya-pradesh,2021,1,590317182.3799706,niwari district,260101
madhya-pradesh,2021,1,6260073492.301879,rewa district,2905406
madhya-pradesh,2021,1,3385896058.8933268,shajapur district,1726969
madhya-pradesh,2021,1,8661804508.825623,ujjain district,4926814
madhya-pradesh,2021,1,3080179035.102253,bhind district,1375999
madhya-pradesh,2021,1,1447720949.1649184,tikamgarh district,709159
madhya-pradesh,2021,1,3496206162.0875216,seoni district,1598317
madhya-pradesh,2021,1,1460099482.774878,harda district,783753
madhya-pradesh,2021,1,1614553569.2762008,burhanpur district,901398
madhya-pradesh,2021,1,1759875819.6421342,damoh district,823880
madhya-pradesh,2021,1,101725720745.41441,bhopal district,67309234
madhya-pradesh,2021,1,1283708735.7876873,jhabua district,597586
madhya-pradesh,2021,1,7366487165.421755,dhar district,4368739
madhya-pradesh,2021,1,3799877430.5001893,guna district,1882964
madhya-pradesh,2021,1,3040530342.986616,east nimar district,1695991
madhya-pradesh,2021,1,6171721022.75809,chhindwara district,3281453
madhya-pradesh,2021,1,1277673278.1828122,umaria district,634168
madhya-pradesh,2021,1,1727915177.2945933,mandla district,858851
madhya-pradesh,2021,1,53867415617.00962,indore district,37457244
madhya-pradesh,2021,1,3112033780.186758,shahdol district,1585789
madhya-pradesh,2021,1,5101007536.79729,ratlam district,2401427
madhya-pradesh,2021,1,1480548117.2572706,panna district,633224
madhya-pradesh,2021,1,2858061843.406745,chhatarpur district,1313444
madhya-pradesh,2021,2,5471936992.439699,morena district,2232701
madhya-pradesh,2021,2,789494451.9712551,alirajpur district,337155
madhya-pradesh,2021,2,7779826903.455323,sehore district,4199604
madhya-pradesh,2021,2,7622592229.322117,rajgarh district,3307789
madhya-pradesh,2021,2,6344132532.300082,khargone district,3055934
madhya-pradesh,2021,2,6595997323.027988,satna district,3121411
madhya-pradesh,2021,2,3989323922.9231024,narsinghpur district,1855069
madhya-pradesh,2021,2,12879587251.083906,jabalpur district,6808088
madhya-pradesh,2021,2,5124085752.314121,hoshangabad district,2539274
madhya-pradesh,2021,2,6172397703.696194,vidisha district,2818313
madhya-pradesh,2021,2,5854873523.380617,balaghat district,2827665
madhya-pradesh,2021,2,5447820052.838381,singrauli district,2696777
madhya-pradesh,2021,2,5192964519.8560095,betul district,2817683
madhya-pradesh,2021,2,3442541641.9027777,sidhi district,1411602
madhya-pradesh,2021,2,2030280649.48903,datia district,827843
madhya-pradesh,2021,2,8482648817.275978,dewas district,4430778
madhya-pradesh,2021,2,1455672322.9169302,sheopur district,584509
madhya-pradesh,2021,2,2946323814.211005,neemuch district,1431573
madhya-pradesh,2021,2,5530806419.500374,raisen district,2995052
madhya-pradesh,2021,2,4866467550.907891,mandsaur district,2219684
madhya-pradesh,2021,2,2884332779.3154306,barwani district,1345781
madhya-pradesh,2021,2,3464169343.490756,katni district,1723310
madhya-pradesh,2021,2,1511466140.246748,dindori district,608674
madhya-pradesh,2021,2,4908158568.955133,shivpuri district,1989814
madhya-pradesh,2021,2,15466583871.368427,gwalior district,7475892
madhya-pradesh,2021,2,2337702544.040525,anuppur district,1244262
madhya-pradesh,2021,2,2382536115.5125136,agar malwa district,973164
madhya-pradesh,2021,2,2445354252.609435,ashoknagar district,1025526
madhya-pradesh,2021,2,7548955784.2791815,sagar district,3641764
madhya-pradesh,2021,2,764025684.1628389,niwari district,334508
madhya-pradesh,2021,2,8211449728.951238,rewa district,3692722
madhya-pradesh,2021,2,4515078777.196711,shajapur district,2078924
madhya-pradesh,2021,2,9676724764.226078,ujjain district,4879699
madhya-pradesh,2021,2,4392948922.316403,bhind district,1929431
madhya-pradesh,2021,2,2309862361.866748,tikamgarh district,978223
madhya-pradesh,2021,2,4585663549.528749,seoni district,1926324
madhya-pradesh,2021,2,2426740999.152869,harda district,1022389
madhya-pradesh,2021,2,2161598324.016423,burhanpur district,1145247
madhya-pradesh,2021,2,2419007346.0227733,damoh district,1088303
madhya-pradesh,2021,2,127038866031.39793,bhopal district,74643630
madhya-pradesh,2021,2,1681131397.8228438,jhabua district,771669
madhya-pradesh,2021,2,9012726646.390882,dhar district,5029916
madhya-pradesh,2021,2,5355657187.257114,guna district,2290014
madhya-pradesh,2021,2,3941324464.762269,east nimar district,2100816
madhya-pradesh,2021,2,7484666557.941612,chhindwara district,3787673
madhya-pradesh,2021,2,1625485207.9485872,umaria district,824921
madhya-pradesh,2021,2,2209589287.5198746,mandla district,1048839
madhya-pradesh,2021,2,59026805792.650475,indore district,34159162
madhya-pradesh,2021,2,3815559117.63072,shahdol district,1858973
madhya-pradesh,2021,2,5685659163.113822,ratlam district,2599381
madhya-pradesh,2021,2,2165150098.0160775,panna district,870375
madhya-pradesh,2021,2,4026012851.0907516,chhatarpur district,1706850
madhya-pradesh,2021,3,5913102281.242499,morena district,2663845
madhya-pradesh,2021,3,866069975.6384856,alirajpur district,405281
madhya-pradesh,2021,3,8629273157.345978,sehore district,5466240
madhya-pradesh,2021,3,8110477015.611726,rajgarh district,4362607
madhya-pradesh,2021,3,7653424067.128759,khargone district,4080827
madhya-pradesh,2021,3,7099161854.480458,satna district,3863963
madhya-pradesh,2021,3,4381298516.588237,narsinghpur district,2306626
madhya-pradesh,2021,3,16293034528.474735,jabalpur district,9691966
madhya-pradesh,2021,3,5790861781.981935,hoshangabad district,3357514
madhya-pradesh,2021,3,5867670567.086285,vidisha district,3335770
madhya-pradesh,2021,3,6476841319.0100765,balaghat district,3613826
madhya-pradesh,2021,3,6621353481.4017935,singrauli district,3618155
madhya-pradesh,2021,3,6054678740.771477,betul district,3654633
madhya-pradesh,2021,3,3628172896.568713,sidhi district,1699469
madhya-pradesh,2021,3,2200901347.4282694,datia district,1020487
madhya-pradesh,2021,3,9986506658.490002,dewas district,6092595
madhya-pradesh,2021,3,1463415451.3224988,sheopur district,653005
madhya-pradesh,2021,3,4051955941.049946,neemuch district,2073895
madhya-pradesh,2021,3,5937299649.675722,raisen district,3839223
madhya-pradesh,2021,3,6258972327.10527,mandsaur district,3144346
madhya-pradesh,2021,3,3713834240.2518625,barwani district,1902146
madhya-pradesh,2021,3,4195234171.6679134,katni district,2297587
madhya-pradesh,2021,3,1558066600.4755325,dindori district,732555
madhya-pradesh,2021,3,5208883167.360183,shivpuri district,2526203
madhya-pradesh,2021,3,19237891487.133667,gwalior district,10677148
madhya-pradesh,2021,3,2591714166.696354,anuppur district,1546491
madhya-pradesh,2021,3,2767273784.0270257,agar malwa district,1319027
madhya-pradesh,2021,3,2392758234.4553957,ashoknagar district,1292875
madhya-pradesh,2021,3,8366148265.5034,sagar district,4691027
madhya-pradesh,2021,3,858519029.3008024,niwari district,415505
madhya-pradesh,2021,3,8799296257.259958,rewa district,4556210
madhya-pradesh,2021,3,4865959005.856778,shajapur district,2725153
madhya-pradesh,2021,3,13233697399.244934,ujjain district,7652620
madhya-pradesh,2021,3,4279914834.1175466,bhind district,2080070
madhya-pradesh,2021,3,2318909825.5036955,tikamgarh district,1201562
madhya-pradesh,2021,3,4896066893.245604,seoni district,2537797
madhya-pradesh,2021,3,2408638434.410577,harda district,1238849
madhya-pradesh,2021,3,2670012212.4459767,burhanpur district,1523550
madhya-pradesh,2021,3,2698898323.811194,damoh district,1339223
madhya-pradesh,2021,3,146735124186.2163,bhopal district,103403998
madhya-pradesh,2021,3,2216570769.118132,jhabua district,1098652
madhya-pradesh,2021,3,11371461567.624537,dhar district,7010257
madhya-pradesh,2021,3,5615584297.407946,guna district,3046536
madhya-pradesh,2021,3,4694724162.144183,east nimar district,2804269
madhya-pradesh,2021,3,8670292561.634789,chhindwara district,5106996
madhya-pradesh,2021,3,1814397211.7449274,umaria district,1019837
madhya-pradesh,2021,3,2496120604.483219,mandla district,1316351
madhya-pradesh,2021,3,81712956761.21713,indore district,55970712
madhya-pradesh,2021,3,4430769579.6169,shahdol district,2503362
madhya-pradesh,2021,3,7531821203.291306,ratlam district,3779757
madhya-pradesh,2021,3,2190941787.094632,panna district,1024773
madhya-pradesh,2021,3,4585651268.768494,chhatarpur district,2157963
madhya-pradesh,2021,4,8161920390.34097,morena district,3585380
madhya-pradesh,2021,4,1097069368.2554018,alirajpur district,538522
madhya-pradesh,2021,4,10809509304.104813,sehore district,6733399
madhya-pradesh,2021,4,10698887270.455854,rajgarh district,5626439
madhya-pradesh,2021,4,9607110801.106825,khargone district,5088590
madhya-pradesh,2021,4,9608260177.472307,satna district,5204603
madhya-pradesh,2021,4,5586877149.279158,narsinghpur district,2973597
madhya-pradesh,2021,4,20920967750.048428,jabalpur district,12476449
madhya-pradesh,2021,4,7212062660.434594,hoshangabad district,4325760
madhya-pradesh,2021,4,7104046806.814299,vidisha district,4079220
madhya-pradesh,2021,4,8230285934.994757,balaghat district,4764095
madhya-pradesh,2021,4,8571068342.329523,singrauli district,4737504
madhya-pradesh,2021,4,7746768750.99579,betul district,4610618
madhya-pradesh,2021,4,4853524424.052965,sidhi district,2313095
madhya-pradesh,2021,4,2916910531.794767,datia district,1346093
madhya-pradesh,2021,4,13007477185.675835,dewas district,7659615
madhya-pradesh,2021,4,2118865209.249231,sheopur district,936805
madhya-pradesh,2021,4,5212505514.716237,neemuch district,2627248
madhya-pradesh,2021,4,7495214245.35038,raisen district,4924261
madhya-pradesh,2021,4,8304681268.305336,mandsaur district,4090431
madhya-pradesh,2021,4,4810801435.685824,barwani district,2495299
madhya-pradesh,2021,4,5480440628.944631,katni district,2986585
madhya-pradesh,2021,4,1890051577.6670372,dindori district,963996
madhya-pradesh,2021,4,7568666954.420719,shivpuri district,3613567
madhya-pradesh,2021,4,25012279408.267742,gwalior district,13721879
madhya-pradesh,2021,4,3206018786.2806416,anuppur district,1976049
madhya-pradesh,2021,4,3809022940.1006765,agar malwa district,1743826
madhya-pradesh,2021,4,3267926297.0741363,ashoknagar district,1904746
madhya-pradesh,2021,4,10789842580.776001,sagar district,6030013
madhya-pradesh,2021,4,1197608329.2297316,niwari district,575126
madhya-pradesh,2021,4,12315058116.409243,rewa district,6195961
madhya-pradesh,2021,4,6330602069.012556,shajapur district,3399603
madhya-pradesh,2021,4,16998154949.07095,ujjain district,9436286
madhya-pradesh,2021,4,6047697024.794492,bhind district,2791109
madhya-pradesh,2021,4,3028439418.448248,tikamgarh district,1642235
madhya-pradesh,2021,4,6441935673.166822,seoni district,3363427
madhya-pradesh,2021,4,3025411186.413455,harda district,1580357
madhya-pradesh,2021,4,3462220827.2429295,burhanpur district,1978706
madhya-pradesh,2021,4,3520991600.5895605,damoh district,1739709
madhya-pradesh,2021,4,190196223229.17587,bhopal district,134176541
madhya-pradesh,2021,4,2807693750.3535185,jhabua district,1397183
madhya-pradesh,2021,4,14454487270.115355,dhar district,8770665
madhya-pradesh,2021,4,7498880363.30854,guna district,4200430
madhya-pradesh,2021,4,5993739803.201769,east nimar district,3570045
madhya-pradesh,2021,4,11185696130.666462,chhindwara district,6522234
madhya-pradesh,2021,4,2278425751.5575695,umaria district,1309452
madhya-pradesh,2021,4,3242362406.5982113,mandla district,1725231
madhya-pradesh,2021,4,107685836352.74806,indore district,73486993
madhya-pradesh,2021,4,5504205891.767881,shahdol district,3279007
madhya-pradesh,2021,4,9709336936.032011,ratlam district,4743942
madhya-pradesh,2021,4,2815048065.3552876,panna district,1348289
madhya-pradesh,2021,4,6048373564.2584915,chhatarpur district,2997869
madhya-pradesh,2022,1,9415969484.468203,morena district,4279893
madhya-pradesh,2022,1,1361990355.468534,alirajpur district,623826
madhya-pradesh,2022,1,12240349684.93433,sehore district,7782311
madhya-pradesh,2022,1,11950279299.224901,rajgarh district,6852793
madhya-pradesh,2022,1,11164906516.662949,khargone district,5882191
madhya-pradesh,2022,1,11201065191.232088,satna district,5959975
madhya-pradesh,2022,1,6660032550.532135,narsinghpur district,3450508
madhya-pradesh,2022,1,23727705882.803474,jabalpur district,14198131
madhya-pradesh,2022,1,8166487653.562494,hoshangabad district,4978689
madhya-pradesh,2022,1,8192898968.5959835,vidisha district,5048959
madhya-pradesh,2022,1,10220279128.068228,balaghat district,5418739
madhya-pradesh,2022,1,9581158761.949295,singrauli district,5324750
madhya-pradesh,2022,1,8585764570.494625,betul district,5242599
madhya-pradesh,2022,1,5497384684.101099,sidhi district,2630276
madhya-pradesh,2022,1,3314862682.4707184,datia district,1623377
madhya-pradesh,2022,1,14573666819.387133,dewas district,8873232
madhya-pradesh,2022,1,2392801590.284674,sheopur district,1111291
madhya-pradesh,2022,1,6045853448.036171,neemuch district,3135245
madhya-pradesh,2022,1,8576398167.66678,raisen district,5782830
madhya-pradesh,2022,1,9758545857.562168,mandsaur district,5084917
madhya-pradesh,2022,1,5738889223.990641,barwani district,2942467
madhya-pradesh,2022,1,6115245027.187626,katni district,3425402
madhya-pradesh,2022,1,2178200710.7588882,dindori district,1108997
madhya-pradesh,2022,1,8135033650.721508,shivpuri district,4407500
madhya-pradesh,2022,1,27692015434.858017,gwalior district,15549106
madhya-pradesh,2022,1,3701936758.689854,anuppur district,2263667
madhya-pradesh,2022,1,4457490708.999512,agar malwa district,2241646
madhya-pradesh,2022,1,3607089308.100084,ashoknagar district,2386761
madhya-pradesh,2022,1,11999611899.066282,sagar district,7000254
madhya-pradesh,2022,1,1312980782.8749974,niwari district,698302
madhya-pradesh,2022,1,13988188476.3059,rewa district,6925395
madhya-pradesh,2022,1,7133632284.901957,shajapur district,4089624
madhya-pradesh,2022,1,19317822240.98006,ujjain district,11174270
madhya-pradesh,2022,1,6627624982.746059,bhind district,3191338
madhya-pradesh,2022,1,3313722889.524501,tikamgarh district,2146517
madhya-pradesh,2022,1,7776610030.837168,seoni district,4010669
madhya-pradesh,2022,1,3394808512.728143,harda district,1854570
madhya-pradesh,2022,1,3860094714.524486,burhanpur district,2342461
madhya-pradesh,2022,1,4151432646.449275,damoh district,2115948
madhya-pradesh,2022,1,221096758835.27954,bhopal district,159892411
madhya-pradesh,2022,1,3430325105.6724696,jhabua district,1628225
madhya-pradesh,2022,1,16593117838.03894,dhar district,10117283
madhya-pradesh,2022,1,8067958826.922112,guna district,5024607
madhya-pradesh,2022,1,6851582451.891875,east nimar district,4170972
madhya-pradesh,2022,1,12667985167.901293,chhindwara district,7709009
madhya-pradesh,2022,1,2646527299.4278584,umaria district,1518582
madhya-pradesh,2022,1,3886984726.3384914,mandla district,1993473
madhya-pradesh,2022,1,117708333766.98831,indore district,82698834
madhya-pradesh,2022,1,6515900645.231527,shahdol district,3800096
madhya-pradesh,2022,1,10989756673.039474,ratlam district,5644515
madhya-pradesh,2022,1,3276953685.5023165,panna district,1607145
madhya-pradesh,2022,1,6802122995.65275,chhatarpur district,3738480
madhya-pradesh,2022,2,11218828460.581436,morena district,5052395
madhya-pradesh,2022,2,1643004173.6811128,alirajpur district,741722
madhya-pradesh,2022,2,14417789308.97055,sehore district,8725327
madhya-pradesh,2022,2,14004886385.46991,rajgarh district,7515718
madhya-pradesh,2022,2,12886714565.725225,khargone district,6825601
madhya-pradesh,2022,2,13254820017.454891,satna district,7167622
madhya-pradesh,2022,2,7353910042.161524,narsinghpur district,3861381
madhya-pradesh,2022,2,27629576719.430843,jabalpur district,16889784
madhya-pradesh,2022,2,10053185759.48521,hoshangabad district,5702721
madhya-pradesh,2022,2,10881573343.589922,vidisha district,5835020
madhya-pradesh,2022,2,12164206967.630133,balaghat district,6274811
madhya-pradesh,2022,2,10592707869.762318,singrauli district,6061648
madhya-pradesh,2022,2,9738809872.39219,betul district,6083125
madhya-pradesh,2022,2,6489160426.120863,sidhi district,3138313
madhya-pradesh,2022,2,4062114579.7836947,datia district,1907668
madhya-pradesh,2022,2,16816037627.773096,dewas district,9969749
madhya-pradesh,2022,2,2833575583.8865128,sheopur district,1267204
madhya-pradesh,2022,2,6973962580.428488,neemuch district,3622753
madhya-pradesh,2022,2,10605943196.963034,raisen district,6595826
madhya-pradesh,2022,2,11272287759.642832,mandsaur district,5907841
madhya-pradesh,2022,2,6470195552.722945,barwani district,3403189
madhya-pradesh,2022,2,7086294132.447545,katni district,3980447
madhya-pradesh,2022,2,2562152772.8835917,dindori district,1331068
madhya-pradesh,2022,2,9374775387.935604,shivpuri district,4705328
madhya-pradesh,2022,2,32093579424.108437,gwalior district,18027874
madhya-pradesh,2022,2,4038924201.302706,anuppur district,2527025
madhya-pradesh,2022,2,5033650547.856413,agar malwa district,2583387
madhya-pradesh,2022,2,4430089668.437273,ashoknagar district,2397073
madhya-pradesh,2022,2,14474214502.894798,sagar district,8012024
madhya-pradesh,2022,2,1558193371.0349913,niwari district,831753
madhya-pradesh,2022,2,16928268530.619324,rewa district,8417985
madhya-pradesh,2022,2,8239146293.064339,shajapur district,4545672
madhya-pradesh,2022,2,22270090166.47255,ujjain district,12860422
madhya-pradesh,2022,2,8235562332.788057,bhind district,3840035
madhya-pradesh,2022,2,3986038423.0398536,tikamgarh district,2479819
madhya-pradesh,2022,2,8990477923.36728,seoni district,4641445
madhya-pradesh,2022,2,4545798793.732012,harda district,2183160
madhya-pradesh,2022,2,4755072699.682998,burhanpur district,2800782
madhya-pradesh,2022,2,4971009992.101388,damoh district,2386399
madhya-pradesh,2022,2,255910395858.5839,bhopal district,185588829
madhya-pradesh,2022,2,4011628948.498212,jhabua district,1902514
madhya-pradesh,2022,2,18840900182.771637,dhar district,11567048
madhya-pradesh,2022,2,10054609603.635632,guna district,5462521
madhya-pradesh,2022,2,8133437422.023809,east nimar district,4998662
madhya-pradesh,2022,2,14596356954.002365,chhindwara district,8962440
madhya-pradesh,2022,2,2941128214.9999104,umaria district,1751405
madhya-pradesh,2022,2,4539173121.680037,mandla district,2320430
madhya-pradesh,2022,2,130634964642.79422,indore district,94002709
madhya-pradesh,2022,2,7197969840.250766,shahdol district,4313966
madhya-pradesh,2022,2,12568296325.552877,ratlam district,6580216
madhya-pradesh,2022,2,4125136528.0444365,panna district,1940092
madhya-pradesh,2022,2,8534109728.323781,chhatarpur district,4407881
madhya-pradesh,2022,3,10077083629.345127,morena district,5260254
madhya-pradesh,2022,3,1423110710.719847,alirajpur district,767087
madhya-pradesh,2022,3,12815375203.387741,sehore district,8802203
madhya-pradesh,2022,3,11809230689.454653,rajgarh district,7547865
madhya-pradesh,2022,3,12256623797.284527,khargone district,7193518
madhya-pradesh,2022,3,11772751753.08955,satna district,7465749
madhya-pradesh,2022,3,6530704889.56838,narsinghpur district,3985624
madhya-pradesh,2022,3,26204520330.92041,jabalpur district,17564654
madhya-pradesh,2022,3,9029973850.530903,hoshangabad district,5773164
madhya-pradesh,2022,3,8595832933.876108,vidisha district,5548689
madhya-pradesh,2022,3,10662410087.017487,balaghat district,6805252
madhya-pradesh,2022,3,9597574837.16592,singrauli district,6267855
madhya-pradesh,2022,3,8284834383.156878,betul district,5583345
madhya-pradesh,2022,3,5365370424.195942,sidhi district,3032968
madhya-pradesh,2022,3,3578726247.5874605,datia district,1934190
madhya-pradesh,2022,3,16145007712.632082,dewas district,10823857
madhya-pradesh,2022,3,2619892789.241873,sheopur district,1331410
madhya-pradesh,2022,3,6541908207.332567,neemuch district,3695990
madhya-pradesh,2022,3,9432978561.626404,raisen district,6941557
madhya-pradesh,2022,3,10509305951.083754,mandsaur district,6193098
madhya-pradesh,2022,3,5994532031.315118,barwani district,3479332
madhya-pradesh,2022,3,6280080299.804432,katni district,3880008
madhya-pradesh,2022,3,2016100616.531231,dindori district,1181160
madhya-pradesh,2022,3,8579987357.593823,shivpuri district,5133457
madhya-pradesh,2022,3,31696730031.83982,gwalior district,19510123
madhya-pradesh,2022,3,3560176144.36619,anuppur district,2537098
madhya-pradesh,2022,3,4218852627.824485,agar malwa district,2657396
madhya-pradesh,2022,3,3845051824.283202,ashoknagar district,2594364
madhya-pradesh,2022,3,12730465685.38528,sagar district,8201733
madhya-pradesh,2022,3,1400549096.9398146,niwari district,914896
madhya-pradesh,2022,3,14504856959.737143,rewa district,8837903
madhya-pradesh,2022,3,8462893132.182105,shajapur district,5487202
madhya-pradesh,2022,3,21942517753.50229,ujjain district,14059587
madhya-pradesh,2022,3,6656264526.9706,bhind district,3676981
madhya-pradesh,2022,3,3652020627.485542,tikamgarh district,2630402
madhya-pradesh,2022,3,7190175893.784561,seoni district,4334474
madhya-pradesh,2022,3,3559158048.8634205,harda district,2013493
madhya-pradesh,2022,3,4327279250.325198,burhanpur district,2692224
madhya-pradesh,2022,3,4251644669.631302,damoh district,2456188
madhya-pradesh,2022,3,194323899841.67703,bhopal district,156507125
madhya-pradesh,2022,3,3646257186.5034456,jhabua district,2007872
madhya-pradesh,2022,3,18195974455.547993,dhar district,12392412
madhya-pradesh,2022,3,8417500012.932472,guna district,5710607
madhya-pradesh,2022,3,7258261928.6512165,east nimar district,4997320
madhya-pradesh,2022,3,236429180484.71173,chhindwara district,169367916
madhya-pradesh,2022,3,2469243169.757383,umaria district,1635430
madhya-pradesh,2022,3,3577880638.576026,mandla district,2093752
madhya-pradesh,2022,3,181342408308.11453,indore district,140075797
madhya-pradesh,2022,3,6225386697.111628,shahdol district,4233669
madhya-pradesh,2022,3,11673995695.080849,ratlam district,6776803
madhya-pradesh,2022,3,3448041867.7722807,panna district,1937883
madhya-pradesh,2022,3,7777910395.649037,chhatarpur district,4726623
madhya-pradesh,2022,4,12185325528.57468,morena district,6018009
madhya-pradesh,2022,4,1714745171.1511986,alirajpur district,961033
madhya-pradesh,2022,4,14782454158.19041,sehore district,9468901
madhya-pradesh,2022,4,14165273209.469738,rajgarh district,8258651
madhya-pradesh,2022,4,13676102777.080872,khargone district,7835996
madhya-pradesh,2022,4,14047178840.179514,satna district,8834193
madhya-pradesh,2022,4,7466632025.647694,narsinghpur district,4307879
madhya-pradesh,2022,4,26637455898.079094,jabalpur district,17383664
